...1,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_fipe,valor_data,garantia_em_anos,valvulas_por_cilindro,quantidade_de_marchas,geracao,coeficiente_de_arrasto
298,Audi,Rs 6 Avant,Rs 6 Avant 5.0 V10 TFSi,2010,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 368.085 (09/2024),Injeção direta,Turbocompressor,10,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,275/35 R20,275/35 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,2,C6,NA,NA,NA,NA,NA,368085,09/2024,2,4,6,2,0.34
299,Audi,S6,S6 5.2 V10 FSi Quattro,2010,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 176.911 (09/2024),Injeção direta,Natural,10,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,NA,Conversor de torque,Automático,6,Integral permanente,265/35 R19,265/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C6,ZF 6HP,NA,NA,NA,3,NA,Hidráulicos,NA,NA,NA,NA,176911,09/2024,2,4,6,3,0.31
300,Audi,Tts,Tts Roadster 2.0 TFSi Quattro,2010,Gasolina,Combustão,Conversível,2 anos,2,2,Médio,Importado,R$ 157.980 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,"9,8:1",4,Admissão,Embreagem dupla banhada a óleo,Automatizado,6,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,DSG DQ250,NA,NA,EA888,2,8J,Hidráulicos,NA,NA,NA,NA,157980,09/2024,2,4,6,2,0.33
301,Audi,Tts,Tts 2.0 TFSi Quattro,2010,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 157.980 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,"9,8:1",4,Admissão,Embreagem dupla banhada a óleo,Automatizado,6,Integral sob demanda,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,DSG DQ250,NA,NA,EA888,2,8J,Hidráulicos,NA,NA,NA,NA,157980,09/2024,2,4,6,2,0.31
302,Audi,A4,A4 Sport 2.0 TFSi,2009,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 46.059 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,6:1",4,NA,NA,CVT,8,Dianteira,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,NA,NA,NA,EA888,4,B8,Hidráulicos,NA,NA,NA,NA,46059,09/2024,2,4,8,4,NA
303,Audi,A4,A4 3.2 V6 FSi Quattro,2009,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 58.621 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,Admissão,Conversor de torque,Automático,6,Integral permanente,245/45 R17,245/45 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,NA,NA,NA,NA,4,B8,NA,NA,NA,NA,NA,58621,09/2024,1,4,6,4,0.28
304,Audi,A4,A4 2.0 TFSi,2009,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,NA,Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,6:1",4,Admissão,NA,CVT,8,Dianteira,225/50 R17,225/50 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,NA,NA,NA,EA888,4,B8,Hidráulicos,NA,NA,NA,NA,NA,NA,2,4,8,4,0.29
305,Audi,A4 Avant,A4 Avant 3.2 V6 FSi Quattro,2009,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 61.751 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,Admissão,Conversor de torque,Automático,6,Integral permanente,245/45 R17,245/45 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,NA,NA,NA,NA,4,B8,NA,NA,NA,NA,NA,61751,09/2024,1,4,6,4,0.33
306,Audi,A5 Coupe,A5 Coupe 3.2 V6,2009,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 82.691 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,Admissão,Conversor de torque,CVT,8,Dianteira,225/50 R17,225/50 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,292",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,NA,NA,NA,NA,1,8T3,Hidráulicos,NA,NA,NA,NA,82691,09/2024,2,4,8,1,0.292
307,Audi,A6,A6 3.0 V6 TFSi Quattro,2009,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 91.353 (09/2024),Injeção direta e indireta multiponto,Compressor,6,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,3:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C6,NA,NA,NA,EA837,3,4F,Hidráulicos,NA,NA,NA,NA,91353,09/2024,2,4,6,3,NA
308,Audi,A6 Avant,A6 Avant 3.0 V6 TFSi Quattro,2009,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 91.353 (09/2024),Injeção direta e indireta,Compressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,3:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C6,NA,Corrente,NA,EA837,3,4F,Hidráulicos,NA,NA,NA,NA,91353,09/2024,2,4,6,3,0.32
309,Audi,Q5,Q5 Attraction 2.0 Turbo,2011,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 67.985 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,6:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Integral permanente,235/60 R18,235/60 R18,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,DSG DL501,NA,NA,EA888,1,8R,Hidráulicos,NA,NA,NA,NA,67985,09/2024,2,4,7,1,0.33
310,Audi,Q5,Q5 Ambition 3.2 V6,2009,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 57.550 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,Admissão,Embreagem dupla banhada a óleo,Automatizado,7,Integral permanente,235/55 R19,235/55 R19,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB,DSG DL501,NA,NA,NA,1,8R,Hidráulicos,NA,NA,NA,NA,57550,09/2024,2,4,7,1,0.33
311,Audi,Q7,Q7 3.6 V6 FSi,2008,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 67.275 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,12:1,4,Admissão e escape,Conversor de torque,Automático,6,Integral permanente,265/50 R19,265/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL71,NA,NA,NA,NA,1,NA,Hidráulicos,NA,NA,NA,NA,67275,09/2024,1,4,6,1,0.34
312,Audi,A3,A3 Sportback 2.0 TFSi,2008,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 44.956 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Transversal,Dianteiro,"10,5:1",4,Admissão,Embreagem monodisco a seco,Manual,6,Dianteira,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,NA,NA,NA,EA113,2,8P,Hidráulicos,NA,NA,NA,NA,44956,09/2024,2,4,6,2,0.33
313,Audi,Tt Roadster,Tt Roadster 2.0 TFSi,2008,Gasolina,Combustão,Conversível,2 anos,2,2,Médio,Importado,R$ 131.973 (09/2024),Injeção direta,Turbocompressor,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"10,3:1",4,Admissão,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,DQ250,Correia dentada,NA,EA113,2,8J,Hidráulicos,NA,NA,NA,NA,131973,09/2024,2,4,6,2,0.3
314,Audi,A3,A3 Sportback 2.0 TFSi,2007,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 38.902 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Transversal,Dianteiro,"10,5:1",4,Admissão,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,DSG DQ250,NA,NA,EA113,2,8P,Hidráulicos,NA,NA,NA,NA,38902,09/2024,2,4,6,2,0.33
315,Audi,A3,A3 Sportback 1.6,2007,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 38.902 (09/2024),Injeção multiponto,Natural,4,em linha,"Único no cabeçote, correia dentada",Transversal,Dianteiro,"10,3:1",2,NA,Embreagem monodisco a seco,Manual,5,Dianteira,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ35,NA,NA,NA,EA113,2,8P,Hidráulicos,NA,NA,NA,NA,38902,09/2024,2,2,5,2,0.33
316,Audi,A4,A4 3.2 V6 FSi,2007,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,NA,Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,NA,Conversor de torque,CVT,7,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,3,B7,NA,NA,NA,NA,NA,NA,NA,1,4,7,3,0.31
317,Audi,A4,A4 2.0 TFSi,2007,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 46.637 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Longitudinal,Dianteiro,"10,5:1",5,Admissão,Conversor de torque,CVT,6,Dianteira,235/45 R17,235/45 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,EA113,3,B7,Hidráulicos,NA,NA,NA,NA,46637,09/2024,1,5,6,3,NA
318,Audi,A4 Avant,A4 Avant 3.2 V6 FSi,2007,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 55.307 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,NA,Conversor de torque,CVT,7,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,3,B7,Hidráulicos,NA,NA,NA,NA,55307,09/2024,1,4,7,3,0.33
319,Audi,A4 Cabriolet,A4 Cabriolet 3.2 V6 FSi,2007,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 121.875 (09/2024),Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,NA,Conversor de torque,CVT,7,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,3,B7,NA,NA,NA,NA,NA,121875,09/2024,1,4,7,3,0.31
320,Audi,Q7,Q7 4.2 V8 FSi,2007,Gasolina,Combustão,SUV,1 ano,7,4,Grande,Importado,R$ 68.477 (09/2024),Injeção direta,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"12,5:1",4,NA,Conversor de torque,Automático,6,Integral permanente,265/50 R19,265/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL71,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,68477,09/2024,1,4,6,1,0.34
321,Audi,A4,A4 1.8 20V Turbo,2006,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 38.317 (09/2024),Injeção multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Longitudinal,Dianteiro,"9,3:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,EA113,3,B7,Hidráulicos,NA,NA,NA,NA,38317,09/2024,1,5,6,3,NA
322,Audi,A4 Avant,A4 Avant 1.8 20V Turbo,2006,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 43.087 (09/2024),Injeção multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Longitudinal,Dianteiro,"9,3:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,EA113,3,B7,Hidráulicos,NA,NA,NA,NA,43087,09/2024,1,5,6,3,NA
323,Audi,A6,A6 4.2 V8 Quattro,2005,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 58.371 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,11:1,5,NA,Conversor de torque,Automático,6,Integral permanente,225/50 R17,225/50 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C6,NA,NA,NA,NA,3,4F,NA,NA,NA,NA,NA,58371,09/2024,1,5,6,3,NA
324,Audi,S4,S4 4.2 V8 Quattro,2005,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 94.555 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,11:1,5,NA,Conversor de torque,Automático,6,Integral permanente,235/40 R18,235/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,B7,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,94555,09/2024,1,5,6,3,NA
325,Audi,A4 Avant,A4 Avant 1.8 20V Turbo,2004,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 31.131 (09/2024),Injeção multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Longitudinal,Dianteiro,"9,5:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,EA113,2,B6,Hidráulicos,NA,NA,NA,NA,31131,09/2024,1,5,6,2,0.32
326,Audi,A4,A4 1.8 20V Turbo,2003,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 28.405 (09/2024),Injeção multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Longitudinal,Dianteiro,"9,3:1",5,NA,Conversor de torque,CVT,6,Dianteira,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,EA113,2,B6,Hidráulicos,NA,NA,NA,NA,28405,09/2024,1,5,6,2,NA
327,Audi,A4 Cabriolet,A4 Cabriolet 3.0 V6,2003,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 103.369 (09/2024),Injeção multiponto,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,2,B6,NA,NA,NA,NA,NA,103369,09/2024,1,5,6,2,0.3
328,Audi,A8,A8 4.2 V8 Quattro,2003,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 137.821 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,11:1,5,NA,Conversor de torque,Automático,6,Integral permanente,235/55 R17,235/55 R17,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,D3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,137821,09/2024,1,5,6,2,0.27
329,Audi,Rs 6,Rs 6 4.2 V8,2003,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 92.352 (09/2024),Injeção multiponto,Turbocompressor,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"9,8:1",5,NA,Conversor de torque,Automático,5,Integral permanente,255/40 R18,255/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,92352,09/2024,1,5,5,2,NA
330,Audi,Tt,Tt 1.8 Turbo Quaro,2003,Gasolina,Combustão,Cupê,1 ano,4,2,Médio,Importado,R$ 98.732 (09/2024),Injeção multiponto,Turbocompressor,4,em linha,"Duplo no cabeçote, correia dentada",Transversal,Dianteiro,"8,9:1",5,Admissão,Embreagem monodisco a seco,Manual,6,Integral sob demanda,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ34,NA,NA,NA,EA113,1,8N,Hidráulicos,NA,NA,NA,NA,98732,09/2024,1,5,6,1,NA
331,Audi,A4,A4 3.0 V6,2002,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 26.375 (09/2024),Injeção multiponto,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,2,B6,Hidráulicos,NA,NA,NA,NA,26375,09/2024,1,5,6,2,0.31
332,Audi,A4,A4 2.4 V6,2002,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 29.749 (09/2024),Injeção multiponto,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",5,NA,Conversor de torque,CVT,6,Dianteira,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,2,B6,Hidráulicos,NA,NA,NA,NA,29749,09/2024,1,5,6,2,0.31
333,Audi,A4 Avant,A4 Avant 3.0 V6,2002,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 30.789 (09/2024),Injeção multiponto,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",5,NA,Conversor de torque,CVT,6,Dianteira,215/55 R16,215/55 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PL46,NA,NA,NA,NA,2,B6,NA,NA,NA,NA,NA,30789,09/2024,1,5,6,2,NA
334,Audi,A6 Avant,A6 Avant Allroad 2.7 V6 Turbo Quattro,2002,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 45.166 (09/2024),Injeção multiponto,Turbocompressor,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"9,3:1",5,NA,Conversor de torque,Automático,5,Integral permanente,225/55 R17,225/55 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,C5,ZF 5HP,NA,NA,NA,2,4B,Hidráulicos,NA,NA,NA,NA,45166,09/2024,2,5,5,2,0.36
335,Audi,A3,A3 1.8 (4 portas),2001,Gasolina,Combustão,Hatch,1 ano,5,4,Médio,Nacional,R$ 18.431 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, correia dentada",Transversal,Dianteiro,"10,3:1",5,NA,Embreagem monodisco a seco,Manual,5,Dianteira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ34,NA,NA,NA,EA113,1,8L,Hidráulicos,NA,NA,NA,NA,18431,09/2024,1,5,5,1,0.31
336,Audi,A3,A3 1.8 (2 portas),2001,Gasolina,Combustão,Hatch,1 ano,5,2,Médio,Nacional,R$ 19.202 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, correia dentada",Transversal,Dianteiro,"10,3:1",5,NA,Embreagem monodisco a seco,Manual,5,Dianteira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,PQ34,NA,NA,NA,EA113,1,8L,Hidráulicos,NA,NA,NA,NA,19202,09/2024,1,5,5,1,0.31
