ID,infoteinimento,infoteinimento_n
415,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Termômetro do líquido de arrefecimento ,Volante multifuncional",438
416,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Subwoofer ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",554
417,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro do líquido de arrefecimento ,Volante multifuncional",400
418,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Volante multifuncional",470
419,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",448
420,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",465
421,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Bowers & Wilkins ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Volante multifuncional",533
422,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Bowers & Wilkins ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Volante multifuncional",533
423,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",545
424,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota através de aplicativo ,Volante multifuncional",475
425,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota através de aplicativo ,Volante multifuncional",435
426,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",413
427,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Visão remota através de aplicativo ,Volante multifuncional",489
428,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",541
429,"Blu-ray player ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro da água do motor ,Termômetro do líquido de arrefecimento ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",663
430,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
431,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",534
432,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",307
433,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",307
434,"CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro do líquido de arrefecimento ,Volante multifuncional",393
435,"CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Volante multifuncional",412
436,"CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",382
437,"CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",365
438,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
439,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
440,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Termômetro do líquido de arrefecimento ,Volante multifuncional",499
441,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Volante multifuncional",459
442,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Termômetro do líquido de arrefecimento ,Volante multifuncional",499
443,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Termômetro do líquido de arrefecimento ,Volante multifuncional",499
444,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Volante multifuncional",459
445,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Visão remota através de aplicativo ,Volante multifuncional",497
446,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Visão remota através de aplicativo ,Volante multifuncional",437
447,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro da água do motor ,Volante multifuncional",384
